AT_STREET;ON_STREET;XSTREET;Geom;Geo Local Area
282;598;NOOTKA ST AND ADANAC ST;"{""coordinates"": [-123.04135462670664, 49.27745101088185], ""type"": ""Point""}";Hastings-Sunrise
213;638;FOLEY ST AND EARL FINNING WAY;"{""coordinates"": [-123.08650490954638, 49.2672090761864], ""type"": ""Point""}";Strathcona
162;597;EXPO BOULEVARD AND DUNSMUIR ST;"{""coordinates"": [-123.1086862978593, 49.27867060631781], ""type"": ""Point""}";Downtown
179;713;PEVERIL AV AND WALKWAY;"{""coordinates"": [-123.10980725858276, 49.2476150970077], ""type"": ""Point""}";Riley Park
190;692;E 18TH AV AND MAIN ST;"{""coordinates"": [-123.10099258510466, 49.25479437508912], ""type"": ""Point""}";Riley Park
225;730;INVERNESS ST AND E 33RD AV;"{""coordinates"": [-123.08014097074933, 49.24023779989541], ""type"": ""Point""}";Kensington-Cedar Cottage
090;627;WALKWAY AND ARBUTUS ST;"{""coordinates"": [-123.15257045592125, 49.27339119271276], ""type"": ""Point""}";Kitsilano
073;688;W 15TH AV AND TRAFALGAR ST;"{""coordinates"": [-123.16487294023655, 49.25840785430513], ""type"": ""Point""}";Kitsilano
186;603;MILROSS AV AND QUEBEC ST;"{""coordinates"": [-123.10207916694687, 49.276070502321026], ""type"": ""Point""}";Downtown
228;630;GRANDVIEW VIADUCT AND VERNON DRIVE;"{""coordinates"": [-123.07883295445961, 49.269684115816254], ""type"": ""Point""}";Strathcona
281;566;WALL ST AND YALE ST;"{""coordinates"": [-123.04335363694956, 49.290716609746234], ""type"": ""Point""}";Hastings-Sunrise
312;567;YALE ST AND N KOOTENAY ST;"{""coordinates"": [-123.0256781013333, 49.29068573769116], ""type"": ""Point""}";Hastings-Sunrise
078;690;BALSAM ST AND W 16TH AV;"{""coordinates"": [-123.16027967303688, 49.257395618218844], ""type"": ""Point""}";Kitsilano
312;566;HIGH ROAD AND FELLOWES ST;"{""coordinates"": [-123.025113534496, 49.29163324108644], ""type"": ""Point""}";Hastings-Sunrise
320;564;BRIDGEWAY AND N BOUNDARY ROAD;"{""coordinates"": [-123.02337497964959, 49.292674309769616], ""type"": ""Point""}";Hastings-Sunrise
265;630;TEMPLETON DRIVE AND E 1ST AV;"{""coordinates"": [-123.05995391163314, 49.26952455442932], ""type"": ""Point""}";Grandview-Woodland
255;630;E 1ST AV AND SEMLIN DRIVE;"{""coordinates"": [-123.06382128252582, 49.26955432599038], ""type"": ""Point""}";Grandview-Woodland
253;630;VICTORIA DRIVE AND E 1ST AV;"{""coordinates"": [-123.06575354571105, 49.26956824652896], ""type"": ""Point""}";Grandview-Woodland
253;604;VICTORIA DRIVE AND NAPIER ST;"{""coordinates"": [-123.06565930326171, 49.274821221890114], ""type"": ""Point""}";Grandview-Woodland
257;604;NAPIER ST AND ROSE ST;"{""coordinates"": [-123.0628643894544, 49.27480018936615], ""type"": ""Point""}";Grandview-Woodland
265;604;NAPIER ST AND TEMPLETON DRIVE;"{""coordinates"": [-123.05984903024545, 49.27477663100652], ""type"": ""Point""}";Grandview-Woodland
282;602;PARKER ST AND NOOTKA ST;"{""coordinates"": [-123.04138898175306, 49.275377914503295], ""type"": ""Point""}";Hastings-Sunrise
282;630;E 1ST AV AND NOOTKA ST;"{""coordinates"": [-123.04148251422481, 49.26948250523669], ""type"": ""Point""}";Hastings-Sunrise
254;606;LILY ST AND WILLIAM ST;"{""coordinates"": [-123.06459252352155, 49.273781394758416], ""type"": ""Point""}";Grandview-Woodland
253;606;WILLIAM ST AND VICTORIA DRIVE;"{""coordinates"": [-123.06567809299766, 49.27391779752166], ""type"": ""Point""}";Grandview-Woodland
270;611;NANAIMO ST AND KITCHENER ST;"{""coordinates"": [-123.0565837335403, 49.27229515428815], ""type"": ""Point""}";Grandview-Woodland
259;611;LAKEWOOD DRIVE AND KITCHENER ST;"{""coordinates"": [-123.06183655941788, 49.27207683882082], ""type"": ""Point""}";Grandview-Woodland
259;612;GRANT ST AND LAKEWOOD DRIVE;"{""coordinates"": [-123.06185420050754, 49.27123318832211], ""type"": ""Point""}";Grandview-Woodland
267;612;GARDEN DRIVE AND GRANT ST;"{""coordinates"": [-123.05798598362226, 49.27120245181787], ""type"": ""Point""}";Grandview-Woodland
270;616;GRAVELEY ST AND NANAIMO ST;"{""coordinates"": [-123.05658860139894, 49.270433542904605], ""type"": ""Point""}";Grandview-Woodland
265;616;TEMPLETON DRIVE AND GRAVELEY ST;"{""coordinates"": [-123.05993508841357, 49.27042857224319], ""type"": ""Point""}";Grandview-Woodland
255;616;SEMLIN DRIVE AND GRAVELEY ST;"{""coordinates"": [-123.06380383647118, 49.27045880243372], ""type"": ""Point""}";Grandview-Woodland
267;633;GARDEN DRIVE AND E 3RD AV;"{""coordinates"": [-123.05805818259212, 49.26770080194028], ""type"": ""Point""}";Grandview-Woodland
255;633;E 3RD AV AND SEMLIN DRIVE;"{""coordinates"": [-123.0638561184014, 49.26774584944516], ""type"": ""Point""}";Grandview-Woodland
253;633;VICTORIA DRIVE AND E 3RD AV;"{""coordinates"": [-123.06578923279781, 49.267760416565004], ""type"": ""Point""}";Grandview-Woodland
280;688;RENFREW ST AND E 16TH AV;"{""coordinates"": [-123.04432188878388, 49.25541399235282], ""type"": ""Point""}";Renfrew-Collingwood
280;694;E 20TH AV AND RENFREW ST;"{""coordinates"": [-123.04433469827357, 49.252346959466486], ""type"": ""Point""}";Renfrew-Collingwood
280;698;RENFREW ST AND E 21ST AV;"{""coordinates"": [-123.04433529399624, 49.251508415612236], ""type"": ""Point""}";Renfrew-Collingwood
280;700;E 22ND AV AND RENFREW ST;"{""coordinates"": [-123.04419720184768, 49.250624058124934], ""type"": ""Point""}";Renfrew-Collingwood
320;607;KITCHENER ST AND BOUNDARY ROAD;"{""coordinates"": [-123.02363018891025, 49.27210023404983], ""type"": ""Point""}";Hastings-Sunrise
297;710;MANOR ST AND E 29TH AV;"{""coordinates"": [-123.03694546799856, 49.2445708815801], ""type"": ""Point""}";Renfrew-Collingwood
282;715;MOSS ST AND E 29TH AV;"{""coordinates"": [-123.0403431312209, 49.24458099810466], ""type"": ""Point""}";Renfrew-Collingwood
286;742;COLLEGE ST AND SCHOOL AV;"{""coordinates"": [-123.04448550787815, 49.23600881207317], ""type"": ""Point""}";Renfrew-Collingwood
281;722;EUCLID AV AND MOSS ST;"{""coordinates"": [-123.04433913374717, 49.24077389173516], ""type"": ""Point""}";Renfrew-Collingwood
294;770;KINGSWAY AND BURSILL ST;"{""coordinates"": [-123.04429143441772, 49.23611893449763], ""type"": ""Point""}";Renfrew-Collingwood
284;726;KILLARNEY ST AND HORLEY ST;"{""coordinates"": [-123.04351692245581, 49.238409859071126], ""type"": ""Point""}";Renfrew-Collingwood
280;718;EARLES ST AND VANNESS AV;"{""coordinates"": [-123.0435963542901, 49.24307742311205], ""type"": ""Point""}";Renfrew-Collingwood
283;717;PICTON ST AND KINGS AV;"{""coordinates"": [-123.04080527257558, 49.24273625486548], ""type"": ""Point""}";Renfrew-Collingwood
297;716;MANOR ST AND QUEENS AV;"{""coordinates"": [-123.03892847091551, 49.24249708050997], ""type"": ""Point""}";Renfrew-Collingwood
300;715;WELLINGTON AV AND RUPERT ST;"{""coordinates"": [-123.03601501391276, 49.24247542946174], ""type"": ""Point""}";Renfrew-Collingwood
179;642;W 4TH AV AND COLUMBIA ST;"{""coordinates"": [-123.10942790885264, 49.26747150486597], ""type"": ""Point""}";Mount Pleasant
182;642;MANITOBA ST AND W 4TH AV;"{""coordinates"": [-123.10664836400223, 49.26742034855352], ""type"": ""Point""}";Mount Pleasant
184;642;E 4TH AV AND W 4TH AV;"{""coordinates"": [-123.10471358623758, 49.26738577758166], ""type"": ""Point""}";Mount Pleasant
301;721;SPENCER ST AND AUSTREY AV;"{""coordinates"": [-123.03781659082765, 49.23905747225416], ""type"": ""Point""}";Renfrew-Collingwood
301;722;SPENCER ST AND EUCLID AV;"{""coordinates"": [-123.03845955003578, 49.23838832875435], ""type"": ""Point""}";Renfrew-Collingwood
302;722;TAUNTON ST AND EUCLID AV;"{""coordinates"": [-123.03716213602114, 49.2378679647527], ""type"": ""Point""}";Renfrew-Collingwood
294;726;HORLEY ST AND BURSILL ST;"{""coordinates"": [-123.0424561350476, 49.237982448984305], ""type"": ""Point""}";Renfrew-Collingwood
070;640;MACDONALD ST AND W 4TH AV;"{""coordinates"": [-123.16831249701178, 49.26836802207322], ""type"": ""Point""}";Kitsilano
114;583;BAYSHORE DRIVE AND CARDERO ST;"{""coordinates"": [-123.12928876024112, 49.29142832128809], ""type"": ""Point""}";Downtown
170;639;COMMODORE ROAD AND W 1ST AV;"{""coordinates"": [-123.11474587311427, 49.268213298367286], ""type"": ""Point""}";Fairview
084;664;VINE ST AND W 11TH AV;"{""coordinates"": [-123.15774681946112, 49.262019559243434], ""type"": ""Point""}";Kitsilano
144;790;HUDSON ST AND W 49TH AV;"{""coordinates"": [-123.1350834308814, 49.22679311007996], ""type"": ""Point""}";Oakridge
145;792;SELKIRK ST AND W 50TH AV;"{""coordinates"": [-123.13333456962211, 49.22575548709211], ""type"": ""Point""}";Oakridge
147;795;W 52ND AV AND MONTGOMERY ST;"{""coordinates"": [-123.13200837328284, 49.22396571957588], ""type"": ""Point""}";Oakridge
144;798;W 53RD AV AND HUDSON ST;"{""coordinates"": [-123.13523249541737, 49.22254231158604], ""type"": ""Point""}";Oakridge
159;761;W 46TH AV AND WILLOW ST;"{""coordinates"": [-123.12339739110453, 49.22913387040077], ""type"": ""Point""}";Oakridge
150;761;OAK ST AND W 46TH AV;"{""coordinates"": [-123.12823203195349, 49.229302411319075], ""type"": ""Point""}";Oakridge
279;765;VIVIAN ST AND WAVERLEY AV;"{""coordinates"": [-123.05021895078825, 49.22673311901635], ""type"": ""Point""}";Victoria-Fraserview
278;765;WALES ST AND WAVERLEY AV;"{""coordinates"": [-123.05175652527967, 49.22674243409315], ""type"": ""Point""}";Victoria-Fraserview
270;790;E 49TH AV AND ELLIOTT ST;"{""coordinates"": [-123.05475048604428, 49.224816526252496], ""type"": ""Point""}";Victoria-Fraserview
270;771;ELLIOTT ST AND E 48TH AV;"{""coordinates"": [-123.05471676271767, 49.22594232652401], ""type"": ""Point""}";Victoria-Fraserview
278;771;WALES ST AND E 48TH AV;"{""coordinates"": [-123.05179870226407, 49.225926562862796], ""type"": ""Point""}";Victoria-Fraserview
307;792;E 50TH AV AND DOMAN ST;"{""coordinates"": [-123.036671061107, 49.22366963279412], ""type"": ""Point""}";Killarney
307;790;DOMAN ST AND E 49TH AV;"{""coordinates"": [-123.03662564354553, 49.22470923005697], ""type"": ""Point""}";Killarney
304;790;MCKINNON ST AND E 49TH AV;"{""coordinates"": [-123.03882488647355, 49.2247318905263], ""type"": ""Point""}";Killarney
304;796;E 51ST AV AND MCKINNON ST;"{""coordinates"": [-123.03892345766464, 49.22286536657933], ""type"": ""Point""}";Killarney
300;772;E 48TH AV AND KERR ST;"{""coordinates"": [-123.0410054521629, 49.2254999353171], ""type"": ""Point""}";Killarney
193;641;E 3RD AV AND LORNE ST;"{""coordinates"": [-123.10017391484391, 49.26820804187998], ""type"": ""Point""}";Mount Pleasant
193;640;LORNE ST AND E 2ND AV;"{""coordinates"": [-123.09965902041672, 49.268596782856555], ""type"": ""Point""}";Strathcona
193;630;TERMINAL AV AND STATION ST;"{""coordinates"": [-123.09805029510525, 49.272459022764544], ""type"": ""Point""}";Strathcona
191;635;INDUSTRIAL AV AND WESTERN ST;"{""coordinates"": [-123.10000174123263, 49.27043572557264], ""type"": ""Point""}";Strathcona
198;615;THORNTON ST AND EVANS AV;"{""coordinates"": [-123.09290197803749, 49.27274758784543], ""type"": ""Point""}";Strathcona
192;630;TERMINAL AV AND STATION ST;"{""coordinates"": [-123.09864497912926, 49.27256197029698], ""type"": ""Point""}";Strathcona
226;604;GEORGE ST AND NAPIER ST;"{""coordinates"": [-123.07947897428072, 49.274971208628195], ""type"": ""Point""}";Strathcona
228;604;VERNON DRIVE AND NAPIER ST;"{""coordinates"": [-123.0786429275216, 49.274960572670835], ""type"": ""Point""}";Strathcona
255;601;SEMLIN DRIVE AND PARKER ST;"{""coordinates"": [-123.06370066894323, 49.27571160937295], ""type"": ""Point""}";Grandview-Woodland
259;601;LAKEWOOD DRIVE AND PARKER ST;"{""coordinates"": [-123.06176636445586, 49.275696935961776], ""type"": ""Point""}";Grandview-Woodland
267;601;GARDEN DRIVE AND PARKER ST;"{""coordinates"": [-123.0578982113867, 49.27566652028914], ""type"": ""Point""}";Grandview-Woodland
270;606;WILLIAM ST AND NANAIMO ST;"{""coordinates"": [-123.05658246835866, 49.27384525094579], ""type"": ""Point""}";Grandview-Woodland
171;654;W 10TH AV AND YUKON ST;"{""coordinates"": [-123.11293537214836, 49.262220489501466], ""type"": ""Point""}";Mount Pleasant
171;683;W 13TH AV AND YUKON ST;"{""coordinates"": [-123.11304051071417, 49.259420276559716], ""type"": ""Point""}";Mount Pleasant
171;684;W 14TH AV AND YUKON ST;"{""coordinates"": [-123.11306752390094, 49.25870153257706], ""type"": ""Point""}";Mount Pleasant
171;690;YUKON ST AND W 16TH AV;"{""coordinates"": [-123.11313764867205, 49.25685860515554], ""type"": ""Point""}";Mount Pleasant
170;690;CAMBIE ST AND W 16TH AV;"{""coordinates"": [-123.1150840113954, 49.25690793755648], ""type"": ""Point""}";Fairview
168;690;W 16TH AV AND TUPPER ST;"{""coordinates"": [-123.11597586041715, 49.25693085609767], ""type"": ""Point""}";Fairview
301;718;VANNESS AV AND SPENCER ST;"{""coordinates"": [-123.0366738146613, 49.24024914347667], ""type"": ""Point""}";Renfrew-Collingwood
284;718;VANNESS AV AND KILLARNEY ST;"{""coordinates"": [-123.04067093441043, 49.24188313995269], ""type"": ""Point""}";Renfrew-Collingwood
171;644;YUKON ST AND W 5TH AV;"{""coordinates"": [-123.11274714217504, 49.26662925028565], ""type"": ""Point""}";Mount Pleasant
;;RAILSPUR ALLEY AND CARTWRIGHT ST;"{""coordinates"": [-123.13296386582317, 49.26963973014857], ""type"": ""Point""}";Fairview
186;640;E 2ND AV AND QUEBEC ST;"{""coordinates"": [-123.10270118715653, 49.269204389056476], ""type"": ""Point""}";Mount Pleasant
186;644;E 5TH AV AND QUEBEC ST;"{""coordinates"": [-123.10281632648655, 49.26644655646607], ""type"": ""Point""}";Mount Pleasant
190;644;MAIN ST AND E 5TH AV;"{""coordinates"": [-123.10081306483141, 49.26641009211123], ""type"": ""Point""}";Mount Pleasant
159;640;W 6TH AV AND WILLOW ST;"{""coordinates"": [-123.12172798298934, 49.26591791821567], ""type"": ""Point""}";Fairview
170;645;W 6TH AV AND CAMBIE ST;"{""coordinates"": [-123.11464525757034, 49.26575912059923], ""type"": ""Point""}";Mount Pleasant
171;645;W 6TH AV AND YUKON ST;"{""coordinates"": [-123.11278689598976, 49.26572553547847], ""type"": ""Point""}";Mount Pleasant
182;645;W 6TH AV AND MANITOBA ST;"{""coordinates"": [-123.10672344803102, 49.26561278344584], ""type"": ""Point""}";Mount Pleasant
184;645;ONTARIO ST AND E 6TH AV;"{""coordinates"": [-123.10478873967446, 49.265577637981046], ""type"": ""Point""}";Mount Pleasant
184;644;ONTARIO ST AND E 5TH AV;"{""coordinates"": [-123.10475169979514, 49.26648175234799], ""type"": ""Point""}";Mount Pleasant
182;644;MANITOBA ST AND W 5TH AV;"{""coordinates"": [-123.10668556266614, 49.26651638648997], ""type"": ""Point""}";Mount Pleasant
173;644;W 5TH AV AND ALBERTA ST;"{""coordinates"": [-123.11081231910259, 49.2665932522996], ""type"": ""Point""}";Mount Pleasant
303;712;MCHARDY ST AND TANNER ST;"{""coordinates"": [-123.03057628584942, 49.243751289041455], ""type"": ""Point""}";Renfrew-Collingwood
306;711;MOSCROP ST AND JOYCE ST;"{""coordinates"": [-123.02701202851675, 49.2433170958515], ""type"": ""Point""}";Renfrew-Collingwood
306;710;E 29TH AV AND JOYCE ST;"{""coordinates"": [-123.02584820656318, 49.244516130043486], ""type"": ""Point""}";Renfrew-Collingwood
305;710;CARIBOO ST AND E 29TH AV;"{""coordinates"": [-123.02730435771124, 49.24452185785833], ""type"": ""Point""}";Renfrew-Collingwood
316;710;HOY ST AND E 29TH AV;"{""coordinates"": [-123.02495962789355, 49.24451225958918], ""type"": ""Point""}";Renfrew-Collingwood
170;761;CAMBIE ST AND W 46TH AV;"{""coordinates"": [-123.11638378906994, 49.228811814907715], ""type"": ""Point""}";Oakridge
171;761;W 46TH AV AND YUKON ST;"{""coordinates"": [-123.11461440397146, 49.22874418554626], ""type"": ""Point""}";Oakridge
175;761;ALBERTA ST AND W 46TH AV;"{""coordinates"": [-123.11302065443412, 49.22868352660356], ""type"": ""Point""}";Oakridge
170;758;W 45TH AV AND CAMBIE ST;"{""coordinates"": [-123.11634290920549, 49.22981595199365], ""type"": ""Point""}";Oakridge
170;757;CAMBIE ST AND W 44TH AV;"{""coordinates"": [-123.11630583778397, 49.23074044104253], ""type"": ""Point""}";Oakridge
145;758;SELKIRK ST AND W 45TH AV;"{""coordinates"": [-123.13347167187028, 49.23039847656911], ""type"": ""Point""}";Oakridge
147;761;W 46TH AV AND MONTGOMERY ST;"{""coordinates"": [-123.13200078615517, 49.22943365296873], ""type"": ""Point""}";Oakridge
144;765;HUDSON ST AND W 47TH AV;"{""coordinates"": [-123.1350197749858, 49.22862894687716], ""type"": ""Point""}";Oakridge
145;793;W 51ST AV AND SELKIRK ST;"{""coordinates"": [-123.13336631702421, 49.22487046907097], ""type"": ""Point""}";Oakridge
078;692;BALSAM ST AND W 18TH AV;"{""coordinates"": [-123.16032022279072, 49.256320408354995], ""type"": ""Point""}";Arbutus-Ridge
078;698;W 21ST AV AND BALSAM ST;"{""coordinates"": [-123.16042037086604, 49.253608227778315], ""type"": ""Point""}";Arbutus-Ridge
078;701;BALSAM ST AND W 22ND AV;"{""coordinates"": [-123.1604538415069, 49.252703765372836], ""type"": ""Point""}";Arbutus-Ridge
083;710;W KING EDWARD AV AND VALLEY DRIVE;"{""coordinates"": [-123.15928850483085, 49.24977574005124], ""type"": ""Point""}";Arbutus-Ridge
073;705;W 23RD AV AND TRAFALGAR ST;"{""coordinates"": [-123.16525252990544, 49.25187580002699], ""type"": ""Point""}";Arbutus-Ridge
161;761;W 46TH AV AND TISDALL ST;"{""coordinates"": [-123.12167305414154, 49.229073713119455], ""type"": ""Point""}";Oakridge
135;792;CARTIER ST AND W 50TH AV;"{""coordinates"": [-123.13749184614072, 49.22581451617122], ""type"": ""Point""}";Oakridge
135;790;W 49TH AV AND CARTIER ST;"{""coordinates"": [-123.1374446759263, 49.22688146480015], ""type"": ""Point""}";Oakridge
135;798;CARTIER ST AND W 53RD AV;"{""coordinates"": [-123.13762152659429, 49.2225762807323], ""type"": ""Point""}";Oakridge
041;688;W 15TH AV AND DUNBAR ST;"{""coordinates"": [-123.18398047478898, 49.258907305811405], ""type"": ""Point""}";West Point Grey
144;698;HUDSON ST AND THE CRESCENT;"{""coordinates"": [-123.13515095165177, 49.255027389445935], ""type"": ""Point""}";Shaughnessy
305;752;MARMION AV AND JOYCE ST;"{""coordinates"": [-123.0374298566224, 49.23156565380877], ""type"": ""Point""}";Killarney
042;674;COLLINGWOOD ST AND W 11TH AV;"{""coordinates"": [-123.18191483577668, 49.26249214739484], ""type"": ""Point""}";Kitsilano
042;683;W 13TH AV AND COLLINGWOOD ST;"{""coordinates"": [-123.18198101998436, 49.26068451797676], ""type"": ""Point""}";Kitsilano
041;678;W 12TH AV AND DUNBAR ST;"{""coordinates"": [-123.1838831152256, 49.26161829500324], ""type"": ""Point""}";Kitsilano
042;686;W 14TH AV AND COLLINGWOOD ST;"{""coordinates"": [-123.18201428116065, 49.25978043741455], ""type"": ""Point""}";Kitsilano
045;686;WATERLOO ST AND W 14TH AV;"{""coordinates"": [-123.18000991406394, 49.259748703177934], ""type"": ""Point""}";Kitsilano
312;770;SCHOOL AV AND TYNE ST;"{""coordinates"": [-123.03222802683881, 49.230953421941074], ""type"": ""Point""}";Killarney
300;817;ROSEMONT DRIVE AND WALKWAY;"{""coordinates"": [-123.03682482599396, 49.21561663787341], ""type"": ""Point""}";Killarney
280;607;CHARLES ST AND RENFREW ST;"{""coordinates"": [-123.04415442007203, 49.27326267999796], ""type"": ""Point""}";Hastings-Sunrise
230;607;CLARK DRIVE AND CHARLES ST;"{""coordinates"": [-123.07730908569263, 49.273136277074606], ""type"": ""Point""}";Strathcona
230;616;GRAVELEY ST AND CLARK DRIVE;"{""coordinates"": [-123.07733441922481, 49.27056664859587], ""type"": ""Point""}";Strathcona
250;604;NAPIER ST AND COMMERCIAL DRIVE;"{""coordinates"": [-123.06953350564949, 49.274846525697484], ""type"": ""Point""}";Grandview-Woodland
